i,j,y,t,l,k,alpha,psi
9496,6,-1.0280621524009783,0,2,0,0.0,-1.335177736118937
9496,6,-1.5591140603496434,1,2,0,0.0,-1.335177736118937
9496,6,-1.755012595994525,2,2,0,0.0,-1.335177736118937
9496,48,-0.2941206473630763,3,2,2,0.0,-0.6045853465832371
9496,178,1.9000888213053897,4,2,9,0.0,1.3351777361189363
9497,11,-0.3428361158308748,0,1,0,-0.43072729929545756,-1.335177736118937
9497,11,-2.1876130193696053,1,1,0,-0.43072729929545756,-1.335177736118937
9497,4,-2.705622613659269,2,1,0,-0.43072729929545756,-1.335177736118937
9497,4,-3.4048427494329783,3,1,0,-0.43072729929545756,-1.335177736118937
9497,4,-0.9456429494353936,4,1,0,-0.43072729929545756,-1.335177736118937
9498,81,0.7417963632560995,0,1,4,-0.43072729929545756,-0.11418529432142838
9498,81,1.4295754010849808,1,1,4,-0.43072729929545756,-0.11418529432142838
9498,41,0.8204582828176166,2,1,2,-0.43072729929545756,-0.6045853465832371
9498,56,-1.6905072652057511,3,1,2,-0.43072729929545756,-0.6045853465832371
9498,0,-1.6200096636484866,4,1,0,-0.43072729929545756,-1.335177736118937
9499,196,1.47748966654038,0,4,9,0.967421566101701,1.3351777361189363
9499,102,1.77470339477201,1,4,5,0.967421566101701,0.11418529432142824
9499,86,-0.40806175187848726,2,4,4,0.967421566101701,-0.11418529432142838
9499,86,1.3744475629888009,3,4,4,0.967421566101701,-0.11418529432142838
9499,86,1.299113307941786,4,4,4,0.967421566101701,-0.11418529432142838
9500,138,0.5043899095317388,0,1,7,-0.43072729929545756,0.6045853465832371
9500,110,-0.9937502732912202,1,1,5,-0.43072729929545756,0.11418529432142824
9500,115,2.2888068418314207,2,1,5,-0.43072729929545756,0.11418529432142824
9500,115,0.5039485222198291,3,1,5,-0.43072729929545756,0.11418529432142824
9500,14,-2.1951967933469376,4,1,0,-0.43072729929545756,-1.335177736118937
9501,51,0.9444545014010652,0,3,2,0.43072729929545744,-0.6045853465832371
9501,51,-0.5832007444945049,1,3,2,0.43072729929545744,-0.6045853465832371
9501,168,2.13872109674544,2,3,8,0.43072729929545744,0.9084578685373853
9501,168,1.4466436133251481,3,3,8,0.43072729929545744,0.9084578685373853
9501,168,1.740006476794617,4,3,8,0.43072729929545744,0.9084578685373853
9502,27,-1.9247604828187737,0,0,1,-0.967421566101701,-0.9084578685373851
9502,27,-2.2440788693781855,1,0,1,-0.967421566101701,-0.9084578685373851
9502,58,-2.258747468639141,2,0,2,-0.967421566101701,-0.6045853465832371
9502,27,-3.4837436060830402,3,0,1,-0.967421566101701,-0.9084578685373851
9502,27,-1.9913833221078174,4,0,1,-0.967421566101701,-0.9084578685373851
9503,151,-0.785576963103888,0,0,7,-0.967421566101701,0.6045853465832371
9503,113,-1.9479865033733437,1,0,5,-0.967421566101701,0.11418529432142824
9503,113,0.9385506701881998,2,0,5,-0.967421566101701,0.11418529432142824
9503,17,-4.37798429643807,3,0,0,-0.967421566101701,-1.335177736118937
9503,17,-1.8052600050343568,4,0,0,-0.967421566101701,-1.335177736118937
9504,101,-0.46285927229950796,0,2,5,0.0,0.11418529432142824
9504,101,0.16978475179252495,1,2,5,0.0,0.11418529432142824
9504,141,1.1945890906347516,2,2,7,0.0,0.6045853465832371
9504,141,-0.11309202954784259,3,2,7,0.0,0.6045853465832371
9504,141,-0.06681775177493143,4,2,7,0.0,0.6045853465832371
9505,75,-0.9395093274724285,0,1,3,-0.43072729929545756,-0.3487556955170447
9505,75,-1.435295817421566,1,1,3,-0.43072729929545756,-0.3487556955170447
9505,75,-0.4303989512992139,2,1,3,-0.43072729929545756,-0.3487556955170447
9505,75,-0.7963928305768013,3,1,3,-0.43072729929545756,-0.3487556955170447
9505,75,0.16616239182870718,4,1,3,-0.43072729929545756,-0.3487556955170447
9506,175,2.6888212932454127,0,4,8,0.967421566101701,0.9084578685373853
9506,175,0.20168567722591701,1,4,8,0.967421566101701,0.9084578685373853
9506,162,0.034859683687651355,2,4,8,0.967421566101701,0.9084578685373853
9506,164,2.3918871592194524,3,4,8,0.967421566101701,0.9084578685373853
9506,105,1.547965842432554,4,4,5,0.967421566101701,0.11418529432142824
9507,37,-3.794929769730923,0,0,1,-0.967421566101701,-0.9084578685373851
9507,37,-1.2183675522792035,1,0,1,-0.967421566101701,-0.9084578685373851
9507,64,-1.4096328534676112,2,0,3,-0.967421566101701,-0.3487556955170447
9507,64,-0.58882828778721,3,0,3,-0.967421566101701,-0.3487556955170447
9507,21,-0.6165568630729186,4,0,1,-0.967421566101701,-0.9084578685373851
9508,92,0.3554053529509761,0,3,4,0.43072729929545744,-0.11418529432142838
9508,92,-0.7989212105589623,1,3,4,0.43072729929545744,-0.11418529432142838
9508,92,1.1338346539649773,2,3,4,0.43072729929545744,-0.11418529432142838
9508,68,1.157755410978273,3,3,3,0.43072729929545744,-0.3487556955170447
9508,124,0.9711680302469814,4,3,6,0.43072729929545744,0.3487556955170447
9509,164,2.870463177913205,0,4,8,0.967421566101701,0.9084578685373853
9509,164,1.716480459463642,1,4,8,0.967421566101701,0.9084578685373853
9509,164,0.6075481376580323,2,4,8,0.967421566101701,0.9084578685373853
9509,124,1.5206696277094003,3,4,6,0.967421566101701,0.3487556955170447
9509,124,2.5163470056154926,4,4,6,0.967421566101701,0.3487556955170447
9510,88,-1.0694554321433105,0,0,4,-0.967421566101701,-0.11418529432142838
9510,88,-1.4661724049775087,1,0,4,-0.967421566101701,-0.11418529432142838
9510,88,0.3935551207325574,2,0,4,-0.967421566101701,-0.11418529432142838
9510,36,-0.6722053708454363,3,0,1,-0.967421566101701,-0.9084578685373851
9510,36,-2.411626247238646,4,0,1,-0.967421566101701,-0.9084578685373851
9511,66,-0.9946694502194984,0,1,3,-0.43072729929545756,-0.3487556955170447
9511,66,0.35733515262477067,1,1,3,-0.43072729929545756,-0.3487556955170447
9511,140,-0.7834118028629986,2,1,7,-0.43072729929545756,0.6045853465832371
9511,167,0.6956737071539845,3,1,8,-0.43072729929545756,0.9084578685373853
9511,167,0.012016197656641692,4,1,8,-0.43072729929545756,0.9084578685373853
9512,152,-0.19161331810410953,0,2,7,0.0,0.6045853465832371
9512,152,-0.11840038276981524,1,2,7,0.0,0.6045853465832371
9512,102,-0.5108546308774035,2,2,5,0.0,0.11418529432142824
9512,102,-0.20613675901497333,3,2,5,0.0,0.11418529432142824
9512,175,0.9290891932073563,4,2,8,0.0,0.9084578685373853
9513,13,-1.935631684334176,0,0,0,-0.967421566101701,-1.335177736118937
9513,77,-1.6127783198123018,1,0,3,-0.967421566101701,-0.3487556955170447
9513,77,-1.1652252268122874,2,0,3,-0.967421566101701,-0.3487556955170447
9513,77,-2.8601666663042593,3,0,3,-0.967421566101701,-0.3487556955170447
9513,77,-1.5680934487484064,4,0,3,-0.967421566101701,-0.3487556955170447
9514,131,1.0092473788791163,0,2,6,0.0,0.3487556955170447
9514,180,1.923923127873584,1,2,9,0.0,1.3351777361189363
9514,180,1.3128612588466708,2,2,9,0.0,1.3351777361189363
9514,180,0.8378287743177042,3,2,9,0.0,1.3351777361189363
9514,86,0.579552925915316,4,2,4,0.0,-0.11418529432142838
9515,158,2.752584024536952,0,3,8,0.43072729929545744,0.9084578685373853
9515,144,1.0662473698746264,1,3,7,0.43072729929545744,0.6045853465832371
9515,146,0.9712393587496823,2,3,7,0.43072729929545744,0.6045853465832371
9515,102,-1.2844995057940967,3,3,5,0.43072729929545744,0.11418529432142824
9515,4,0.7383913720923962,4,3,0,0.43072729929545744,-1.335177736118937
9516,196,0.7157497860494331,0,4,9,0.967421566101701,1.3351777361189363
9516,120,0.9197891940701551,1,4,6,0.967421566101701,0.3487556955170447
9516,120,-0.4876610615930874,2,4,6,0.967421566101701,0.3487556955170447
9516,147,0.21992440397222301,3,4,7,0.967421566101701,0.6045853465832371
9516,141,1.7483909574582848,4,4,7,0.967421566101701,0.6045853465832371
9517,129,1.5111496853655508,0,2,6,0.0,0.3487556955170447
9517,129,0.21665469028129578,1,2,6,0.0,0.3487556955170447
9517,129,-0.3348790646840531,2,2,6,0.0,0.3487556955170447
9517,99,0.593790199761879,3,2,5,0.0,0.11418529432142824
9517,99,0.37667091829431765,4,2,5,0.0,0.11418529432142824
9518,55,-1.5426326676888418,0,3,2,0.43072729929545744,-0.6045853465832371
9518,60,-1.2485780636837012,1,3,3,0.43072729929545744,-0.3487556955170447
9518,60,1.2399176791183706,2,3,3,0.43072729929545744,-0.3487556955170447
9518,56,-0.8684056177855235,3,3,2,0.43072729929545744,-0.6045853465832371
9518,146,0.15698800322111905,4,3,7,0.43072729929545744,0.6045853465832371
9519,142,1.8575926202859434,0,4,7,0.967421566101701,0.6045853465832371
9519,111,2.8128030127860413,1,4,5,0.967421566101701,0.11418529432142824
9519,111,2.032834461311701,2,4,5,0.967421566101701,0.11418529432142824
9519,111,0.9912894678478229,3,4,5,0.967421566101701,0.11418529432142824
9519,111,2.4220466229350315,4,4,5,0.967421566101701,0.11418529432142824
9520,18,-0.7067464253381535,0,3,0,0.43072729929545744,-1.335177736118937
9520,135,1.4593038640560523,1,3,6,0.43072729929545744,0.3487556955170447
9520,114,0.4182152270981193,2,3,5,0.43072729929545744,0.11418529432142824
9520,114,1.9572503799866194,3,3,5,0.43072729929545744,0.11418529432142824
9520,115,1.8395819535311324,4,3,5,0.43072729929545744,0.11418529432142824
9521,190,1.6836190299729321,0,3,9,0.43072729929545744,1.3351777361189363
9521,190,3.2149662934805856,1,3,9,0.43072729929545744,1.3351777361189363
9521,190,1.6013355583977642,2,3,9,0.43072729929545744,1.3351777361189363
9521,143,0.7037397033619641,3,3,7,0.43072729929545744,0.6045853465832371
9521,143,1.717695349577843,4,3,7,0.43072729929545744,0.6045853465832371
9522,37,-3.031773063131226,0,0,1,-0.967421566101701,-0.9084578685373851
9522,37,-2.1172676650534066,1,0,1,-0.967421566101701,-0.9084578685373851
9522,6,-0.7792997735391043,2,0,0,-0.967421566101701,-1.335177736118937
9522,2,-2.1630299971130778,3,0,0,-0.967421566101701,-1.335177736118937
9522,2,-1.6380307840859296,4,0,0,-0.967421566101701,-1.335177736118937
9523,40,0.009128173202464285,0,2,2,0.0,-0.6045853465832371
9523,40,0.02961152030556624,1,2,2,0.0,-0.6045853465832371
9523,6,-1.4083926380088314,2,2,0,0.0,-1.335177736118937
9523,0,-0.9181530491911439,3,2,0,0.0,-1.335177736118937
9523,21,-0.6626556062338507,4,2,1,0.0,-0.9084578685373851
9524,174,0.6930652754180993,0,1,8,-0.43072729929545756,0.9084578685373853
9524,174,0.04569558543121727,1,1,8,-0.43072729929545756,0.9084578685373853
9524,157,0.32440197736893606,2,1,7,-0.43072729929545756,0.6045853465832371
9524,157,0.977089870665578,3,1,7,-0.43072729929545756,0.6045853465832371
9524,44,-0.7725214716589828,4,1,2,-0.43072729929545756,-0.6045853465832371
9525,152,-0.11339715906704592,0,0,7,-0.967421566101701,0.6045853465832371
9525,152,-1.8940014713703985,1,0,7,-0.967421566101701,0.6045853465832371
9525,152,-1.5024111961975244,2,0,7,-0.967421566101701,0.6045853465832371
9525,77,-1.2283662928831767,3,0,3,-0.967421566101701,-0.3487556955170447
9525,77,-2.4242992829967904,4,0,3,-0.967421566101701,-0.3487556955170447
9526,122,0.8348045167863384,0,3,6,0.43072729929545744,0.3487556955170447
9526,122,0.2802354257799266,1,3,6,0.43072729929545744,0.3487556955170447
9526,131,2.8508596847559735,2,3,6,0.43072729929545744,0.3487556955170447
9526,135,1.6382314509744162,3,3,6,0.43072729929545744,0.3487556955170447
9526,196,1.251754663535436,4,3,9,0.43072729929545744,1.3351777361189363
9527,173,1.3752792281936284,0,2,8,0.0,0.9084578685373853
9527,74,-0.7977075893768288,1,2,3,0.0,-0.3487556955170447
9527,19,-1.0748018490694087,2,2,0,0.0,-1.335177736118937
9527,19,-1.766538263426749,3,2,0,0.0,-1.335177736118937
9527,78,-1.3650188787398436,4,2,3,0.0,-0.3487556955170447
9528,164,2.427913795268151,0,4,8,0.967421566101701,0.9084578685373853
9528,164,1.7609473703164749,1,4,8,0.967421566101701,0.9084578685373853
9528,189,3.4208787005994514,2,4,9,0.967421566101701,1.3351777361189363
9528,189,2.7778262097331536,3,4,9,0.967421566101701,1.3351777361189363
9528,115,0.38992163292603144,4,4,5,0.967421566101701,0.11418529432142824
9529,53,-1.0510183547318275,0,1,2,-0.43072729929545756,-0.6045853465832371
9529,53,-1.1552506608524198,1,1,2,-0.43072729929545756,-0.6045853465832371
9529,57,-1.569730922119489,2,1,2,-0.43072729929545756,-0.6045853465832371
9529,57,-0.918229865237715,3,1,2,-0.43072729929545756,-0.6045853465832371
9529,57,-2.854575531904066,4,1,2,-0.43072729929545756,-0.6045853465832371
9530,56,-1.0706136068605567,0,0,2,-0.967421566101701,-0.6045853465832371
9530,56,-3.3407016628561665,1,0,2,-0.967421566101701,-0.6045853465832371
9530,56,-0.9364369225640046,2,0,2,-0.967421566101701,-0.6045853465832371
9530,56,-2.605019518235174,3,0,2,-0.967421566101701,-0.6045853465832371
9530,49,-1.0717016556165784,4,0,2,-0.967421566101701,-0.6045853465832371
9531,165,1.3358664750608937,0,1,8,-0.43072729929545756,0.9084578685373853
9531,165,-0.7062075683369076,1,1,8,-0.43072729929545756,0.9084578685373853
9531,165,0.4626691560351271,2,1,8,-0.43072729929545756,0.9084578685373853
9531,165,-0.6041950350675616,3,1,8,-0.43072729929545756,0.9084578685373853
9531,165,-0.22510785178698894,4,1,8,-0.43072729929545756,0.9084578685373853
9532,30,-1.0660036825668735,0,0,1,-0.967421566101701,-0.9084578685373851
9532,30,-2.312239148341084,1,0,1,-0.967421566101701,-0.9084578685373851
9532,17,-2.09804290426979,2,0,0,-0.967421566101701,-1.335177736118937
9532,17,-2.2709129324923487,3,0,0,-0.967421566101701,-1.335177736118937
9532,22,-3.000745834640277,4,0,1,-0.967421566101701,-0.9084578685373851
9533,91,0.2727723674223046,0,2,4,0.0,-0.11418529432142838
9533,91,0.5310291850447413,1,2,4,0.0,-0.11418529432142838
9533,91,1.7540586238182228,2,2,4,0.0,-0.11418529432142838
9533,130,-1.7038012605514685,3,2,6,0.0,0.3487556955170447
9533,130,-0.6878424411412853,4,2,6,0.0,0.3487556955170447
9534,104,-0.849233451387448,0,2,5,0.0,0.11418529432142824
9534,104,0.5366964705850599,1,2,5,0.0,0.11418529432142824
9534,26,0.46024778656087817,2,2,1,0.0,-0.9084578685373851
9534,26,-0.7544408027719602,3,2,1,0.0,-0.9084578685373851
9534,145,2.7040323083685207,4,2,7,0.0,0.6045853465832371
9535,93,-1.0054179903314768,0,1,4,-0.43072729929545756,-0.11418529432142838
9535,98,-0.939873977035871,1,1,4,-0.43072729929545756,-0.11418529432142838
9535,39,-3.045681321195639,2,1,1,-0.43072729929545756,-0.9084578685373851
9535,48,-1.271002429925134,3,1,2,-0.43072729929545756,-0.6045853465832371
9535,23,-1.1788196075698008,4,1,1,-0.43072729929545756,-0.9084578685373851
9536,180,0.9480871553840913,0,3,9,0.43072729929545744,1.3351777361189363
9536,180,2.844401555213155,1,3,9,0.43072729929545744,1.3351777361189363
9536,181,1.0924719474391007,2,3,9,0.43072729929545744,1.3351777361189363
9536,101,-0.9389596948575532,3,3,5,0.43072729929545744,0.11418529432142824
9536,186,3.730889533705994,4,3,9,0.43072729929545744,1.3351777361189363
9537,19,-2.3649094050069186,0,1,0,-0.43072729929545756,-1.335177736118937
9537,76,-1.3890168176479643,1,1,3,-0.43072729929545756,-0.3487556955170447
9537,76,1.025309786329161,2,1,3,-0.43072729929545756,-0.3487556955170447
9537,76,1.7253780885195167,3,1,3,-0.43072729929545756,-0.3487556955170447
9537,76,-2.579221921114478,4,1,3,-0.43072729929545756,-0.3487556955170447
9538,166,-2.1944354049934853,0,0,8,-0.967421566101701,0.9084578685373853
9538,152,-1.9865135822394424,1,0,7,-0.967421566101701,0.6045853465832371
9538,57,-0.9421861111316164,2,0,2,-0.967421566101701,-0.6045853465832371
9538,57,-2.3320074652457796,3,0,2,-0.967421566101701,-0.6045853465832371
9538,92,-1.4452194882917198,4,0,4,-0.967421566101701,-0.11418529432142838
9539,158,-1.0189012879529034,0,3,8,0.43072729929545744,0.9084578685373853
9539,168,2.7079473701394066,1,3,8,0.43072729929545744,0.9084578685373853
9539,193,1.404574357277712,2,3,9,0.43072729929545744,1.3351777361189363
9539,186,3.2016734905218005,3,3,9,0.43072729929545744,1.3351777361189363
9539,186,1.0055817504122941,4,3,9,0.43072729929545744,1.3351777361189363
9540,52,-1.769684003003029,0,2,2,0.0,-0.6045853465832371
9540,109,0.9101767625472204,1,2,5,0.0,0.11418529432142824
9540,42,-1.0835540968173434,2,2,2,0.0,-0.6045853465832371
9540,92,0.423998207342622,3,2,4,0.0,-0.11418529432142838
9540,56,0.8054763705257755,4,2,2,0.0,-0.6045853465832371
9541,138,2.7799060844367984,0,4,7,0.967421566101701,0.6045853465832371
9541,138,0.10787525940324394,1,4,7,0.967421566101701,0.6045853465832371
9541,138,0.07430937528174608,2,4,7,0.967421566101701,0.6045853465832371
9541,138,-0.2914645344455056,3,4,7,0.967421566101701,0.6045853465832371
9541,157,1.3820100027068056,4,4,7,0.967421566101701,0.6045853465832371
9542,1,-3.7352005647492956,0,1,0,-0.43072729929545756,-1.335177736118937
9542,62,1.1161045810383174,1,1,3,-0.43072729929545756,-0.3487556955170447
9542,62,-1.9291271617088666,2,1,3,-0.43072729929545756,-0.3487556955170447
9542,105,-0.6082956551370586,3,1,5,-0.43072729929545756,0.11418529432142824
9542,49,-3.1308639833268535,4,1,2,-0.43072729929545756,-0.6045853465832371
9543,20,0.11027879984467692,0,2,1,0.0,-0.9084578685373851
9543,20,-1.0616836331445791,1,2,1,0.0,-0.9084578685373851
9543,20,-0.9694030877143419,2,2,1,0.0,-0.9084578685373851
9543,20,-2.0076800896944365,3,2,1,0.0,-0.9084578685373851
9543,126,-0.13060758413409446,4,2,6,0.0,0.3487556955170447
9544,140,3.187999045010878,0,4,7,0.967421566101701,0.6045853465832371
9544,140,0.16833874645300173,1,4,7,0.967421566101701,0.6045853465832371
9544,140,2.589626814354542,2,4,7,0.967421566101701,0.6045853465832371
9544,140,3.019915463667644,3,4,7,0.967421566101701,0.6045853465832371
9544,180,1.35043370411128,4,4,9,0.967421566101701,1.3351777361189363
9545,93,-0.5883556473079359,0,4,4,0.967421566101701,-0.11418529432142838
9545,198,1.500507973513408,1,4,9,0.967421566101701,1.3351777361189363
9545,194,0.5542727047404092,2,4,9,0.967421566101701,1.3351777361189363
9545,194,3.513973733739891,3,4,9,0.967421566101701,1.3351777361189363
9545,187,3.092216187841935,4,4,9,0.967421566101701,1.3351777361189363
9546,99,-0.23253859144941566,0,1,5,-0.43072729929545756,0.11418529432142824
9546,99,-0.9519216434054293,1,1,5,-0.43072729929545756,0.11418529432142824
9546,45,-0.45339701771401797,2,1,2,-0.43072729929545756,-0.6045853465832371
9546,45,0.33914737686726104,3,1,2,-0.43072729929545756,-0.6045853465832371
9546,141,0.5355704951682647,4,1,7,-0.43072729929545756,0.6045853465832371
9547,186,2.7453599097907544,0,4,9,0.967421566101701,1.3351777361189363
9547,73,0.774857311266903,1,4,3,0.967421566101701,-0.3487556955170447
9547,73,0.4030541382266297,2,4,3,0.967421566101701,-0.3487556955170447
9547,94,2.169664100305183,3,4,4,0.967421566101701,-0.11418529432142838
9547,150,3.001393333427754,4,4,7,0.967421566101701,0.6045853465832371
9548,143,0.6280002162451892,0,1,7,-0.43072729929545756,0.6045853465832371
9548,143,-0.6127600092618508,1,1,7,-0.43072729929545756,0.6045853465832371
9548,143,0.9154957417388794,2,1,7,-0.43072729929545756,0.6045853465832371
9548,143,-0.2718959387300052,3,1,7,-0.43072729929545756,0.6045853465832371
9548,49,-0.8367689150621067,4,1,2,-0.43072729929545756,-0.6045853465832371
9549,42,1.2957096542812734,0,3,2,0.43072729929545744,-0.6045853465832371
9549,89,0.4870602754706299,1,3,4,0.43072729929545744,-0.11418529432142838
9549,94,-0.3727377279385089,2,3,4,0.43072729929545744,-0.11418529432142838
9549,148,2.4903401427705814,3,3,7,0.43072729929545744,0.6045853465832371
9549,147,1.866520668666519,4,3,7,0.43072729929545744,0.6045853465832371
9550,140,0.8460536145748168,0,3,7,0.43072729929545744,0.6045853465832371
9550,140,0.5674533636307655,1,3,7,0.43072729929545744,0.6045853465832371
9550,140,1.3433924533246573,2,3,7,0.43072729929545744,0.6045853465832371
9550,140,1.3447114879764095,3,3,7,0.43072729929545744,0.6045853465832371
9550,98,1.4229321947200027,4,3,4,0.43072729929545744,-0.11418529432142838
9551,23,1.1249904375996003,0,4,1,0.967421566101701,-0.9084578685373851
9551,92,2.485761491052303,1,4,4,0.967421566101701,-0.11418529432142838
9551,92,1.3204712863009065,2,4,4,0.967421566101701,-0.11418529432142838
9551,144,1.546173377007712,3,4,7,0.967421566101701,0.6045853465832371
9551,177,-0.17634801967167002,4,4,8,0.967421566101701,0.9084578685373853
9552,106,1.3653618061453656,0,1,5,-0.43072729929545756,0.11418529432142824
9552,133,-0.5600816163387159,1,1,6,-0.43072729929545756,0.3487556955170447
9552,51,-1.60584646648082,2,1,2,-0.43072729929545756,-0.6045853465832371
9552,43,0.41248549522302835,3,1,2,-0.43072729929545756,-0.6045853465832371
9552,93,-0.8250243230975012,4,1,4,-0.43072729929545756,-0.11418529432142838
9553,170,1.4962030619199758,0,4,8,0.967421566101701,0.9084578685373853
9553,137,0.14661687840625848,1,4,6,0.967421566101701,0.3487556955170447
9553,137,1.4915914701096888,2,4,6,0.967421566101701,0.3487556955170447
9553,190,0.37834300469485127,3,4,9,0.967421566101701,1.3351777361189363
9553,186,1.8763642732871038,4,4,9,0.967421566101701,1.3351777361189363
9554,70,-0.6216472822843582,0,4,3,0.967421566101701,-0.3487556955170447
9554,123,-0.4352604993426099,1,4,6,0.967421566101701,0.3487556955170447
9554,123,1.1178313892947631,2,4,6,0.967421566101701,0.3487556955170447
9554,123,-0.6629200068596572,3,4,6,0.967421566101701,0.3487556955170447
9554,123,1.0944319865544827,4,4,6,0.967421566101701,0.3487556955170447
9555,110,0.06942692016788099,0,1,5,-0.43072729929545756,0.11418529432142824
9555,110,-0.44815010532240773,1,1,5,-0.43072729929545756,0.11418529432142824
9555,77,-3.933570945322883,2,1,3,-0.43072729929545756,-0.3487556955170447
9555,77,-2.1611958812283483,3,1,3,-0.43072729929545756,-0.3487556955170447
9555,77,1.2951073262735724,4,1,3,-0.43072729929545756,-0.3487556955170447
9556,74,0.3004227274965871,0,2,3,0.0,-0.3487556955170447
9556,74,-1.6790314362684655,1,2,3,0.0,-0.3487556955170447
9556,108,0.021575421884843737,2,2,5,0.0,0.11418529432142824
9556,108,-1.5644719299386063,3,2,5,0.0,0.11418529432142824
9556,103,1.5607494513533915,4,2,5,0.0,0.11418529432142824
9557,109,0.625762833397966,0,2,5,0.0,0.11418529432142824
9557,109,-0.0786301581391102,1,2,5,0.0,0.11418529432142824
9557,20,-1.7060040759664812,2,2,1,0.0,-0.9084578685373851
9557,36,-0.20000223195017497,3,2,1,0.0,-0.9084578685373851
9557,36,-0.05163732830906498,4,2,1,0.0,-0.9084578685373851
9558,30,0.6045588507095107,0,2,1,0.0,-0.9084578685373851
9558,30,-1.8556085194535874,1,2,1,0.0,-0.9084578685373851
9558,174,0.6435858519536828,2,2,8,0.0,0.9084578685373853
9558,66,-2.51025450909713,3,2,3,0.0,-0.3487556955170447
9558,66,-0.25900480716645535,4,2,3,0.0,-0.3487556955170447
9559,0,-3.9277315733596567,0,0,0,-0.967421566101701,-1.335177736118937
9559,0,-3.3956754074804403,1,0,0,-0.967421566101701,-1.335177736118937
9559,0,-0.9556798808130336,2,0,0,-0.967421566101701,-1.335177736118937
9559,8,-0.992658016257314,3,0,0,-0.967421566101701,-1.335177736118937
9559,8,-2.8015647940723234,4,0,0,-0.967421566101701,-1.335177736118937
9560,60,-0.18497185721538328,0,3,3,0.43072729929545744,-0.3487556955170447
9560,60,-1.3217681067537779,1,3,3,0.43072729929545744,-0.3487556955170447
9560,60,-0.1872188694552573,2,3,3,0.43072729929545744,-0.3487556955170447
9560,155,0.31878094875301444,3,3,7,0.43072729929545744,0.6045853465832371
9560,128,1.5063680013959808,4,3,6,0.43072729929545744,0.3487556955170447
9561,133,0.9089990340978054,0,1,6,-0.43072729929545756,0.3487556955170447
9561,52,-2.061482503915914,1,1,2,-0.43072729929545756,-0.6045853465832371
9561,52,0.3120281437314376,2,1,2,-0.43072729929545756,-0.6045853465832371
9561,150,1.4205780570562145,3,1,7,-0.43072729929545756,0.6045853465832371
9561,71,0.6779650919139452,4,1,3,-0.43072729929545756,-0.3487556955170447
9562,80,-2.323699188344291,0,0,4,-0.967421566101701,-0.11418529432142838
9562,20,-1.555980916089155,1,0,1,-0.967421566101701,-0.9084578685373851
9562,20,-1.6979671169453157,2,0,1,-0.967421566101701,-0.9084578685373851
9562,20,-1.6150145552267463,3,0,1,-0.967421566101701,-0.9084578685373851
9562,3,-3.7016116782560973,4,0,0,-0.967421566101701,-1.335177736118937
9563,123,0.5205663812031959,0,2,6,0.0,0.3487556955170447
9563,123,0.7218086731263389,1,2,6,0.0,0.3487556955170447
9563,123,0.7114716154645506,2,2,6,0.0,0.3487556955170447
9563,123,0.598802616899011,3,2,6,0.0,0.3487556955170447
9563,123,-1.8369012967839236,4,2,6,0.0,0.3487556955170447
9564,178,0.6914155192841125,0,3,9,0.43072729929545744,1.3351777361189363
9564,178,3.11812001212395,1,3,9,0.43072729929545744,1.3351777361189363
9564,178,2.021073916079821,2,3,9,0.43072729929545744,1.3351777361189363
9564,155,0.3413482420426255,3,3,7,0.43072729929545744,0.6045853465832371
9564,155,1.406554306764781,4,3,7,0.43072729929545744,0.6045853465832371
9565,36,-1.5790220055337074,0,2,1,0.0,-0.9084578685373851
9565,13,-0.8867897496076104,1,2,0,0.0,-1.335177736118937
9565,66,0.7354295176596211,2,2,3,0.0,-0.3487556955170447
9565,66,-0.9386132275229158,3,2,3,0.0,-0.3487556955170447
9565,66,-0.8948652676369426,4,2,3,0.0,-0.3487556955170447
9566,78,0.10875018658313873,0,4,3,0.967421566101701,-0.3487556955170447
9566,78,0.8151102383231359,1,4,3,0.967421566101701,-0.3487556955170447
9566,78,1.3448272665979393,2,4,3,0.967421566101701,-0.3487556955170447
9566,78,1.3012842162705327,3,4,3,0.967421566101701,-0.3487556955170447
9566,160,0.6100590126573548,4,4,8,0.967421566101701,0.9084578685373853
9567,97,-1.7185999217864765,0,3,4,0.43072729929545744,-0.11418529432142838
9567,97,-0.3723089545462238,1,3,4,0.43072729929545744,-0.11418529432142838
9567,101,0.9536613517043258,2,3,5,0.43072729929545744,0.11418529432142824
9567,101,-0.49778676708872993,3,3,5,0.43072729929545744,0.11418529432142824
9567,159,0.3241880855193535,4,3,8,0.43072729929545744,0.9084578685373853
9568,73,-0.8581228135017456,0,2,3,0.0,-0.3487556955170447
9568,82,-1.0262074546272069,1,2,4,0.0,-0.11418529432142838
9568,75,0.18776231701036955,2,2,3,0.0,-0.3487556955170447
9568,174,0.5577676603055791,3,2,8,0.0,0.9084578685373853
9568,174,1.189764150380804,4,2,8,0.0,0.9084578685373853
9569,187,1.7299752692942274,0,3,9,0.43072729929545744,1.3351777361189363
9569,187,2.1639870358979363,1,3,9,0.43072729929545744,1.3351777361189363
9569,187,-1.096867070918056,2,3,9,0.43072729929545744,1.3351777361189363
9569,187,1.710819194124159,3,3,9,0.43072729929545744,1.3351777361189363
9569,160,1.5990610810369614,4,3,8,0.43072729929545744,0.9084578685373853
9570,114,-0.7719897862813967,0,4,5,0.967421566101701,0.11418529432142824
9570,135,0.8921900026026128,1,4,6,0.967421566101701,0.3487556955170447
